ID,TARGET
1271,-5.401211813708884
1277,-6.0043201764006
1278,-8.709026462519777
1293,-4.572849197230224
1299,-4.434148850421965
1319,-4.008008694289053
1321,-3.2690087787220685
1329,-3.7921644680403683
1338,-3.078860414387982
1342,-9.760568653639917
1347,-7.118612175366495
1350,-6.787805146454876
1351,-4.519480614631959
1352,-8.909075617774878
1360,-7.929677372343651
1367,-4.438728863897378
1370,-6.192082356389883
1373,-6.344705071173369
1374,-6.426549017279895
1375,-7.599209572633976
1380,-8.68658391904446
1393,-5.745480177218789
1411,-5.757746848120276
1415,-6.001084876880692
1429,-6.895266795746568
1451,-4.672078866696986
1453,-3.750911474823797
1455,-7.192601217532699
1475,-3.436097032181846
1485,-9.157650631412698
1497,-5.55351813950989
1502,-8.225411944434887
1508,-5.29753338903312
1512,-5.7899869025046975
1517,-6.083001441095244
1518,-4.23614799802055
1519,-6.828325507182911
1520,-1.4852884868578204
1523,-4.604168493566411
1529,-7.022618175186704
1530,-4.805529649915634
1531,-8.391786522823407
1532,-9.971817369008384
1538,-6.803938527726385
1551,-4.940424486435204
1560,-6.134892682959663
1563,-5.251861800961245
1565,-2.305677470027663
1569,-8.052554070224028
1570,-7.911533574593262
1571,-8.75496054747836
1591,-7.04162030729098
1595,-11.918709686002087
1596,-9.537512895278393
1602,-1.6707700913087793
1604,-8.798878655015596
1613,-8.199129487697446
1620,-7.967563990706094
1623,-4.846557263355072
1627,-8.058377252532642
1633,-7.823659957751374
1641,-9.156516567173904
1642,-3.468108986446193
1646,-7.729645569066239
1648,-6.629180462964335
1649,-2.1685151317211164
1651,-8.167875252868093
1652,-4.7877864974939675
1653,-4.61555213124986
1661,-5.328504947595111
1665,-4.093898633057836
1677,-5.245936964572611
1682,-3.739737057649961
1684,-7.418555687401474
1689,-0.4685858938883988
1691,-4.058210872805372
1695,-6.577616826515507
1709,-5.06077081816745
1717,-7.029588216005399
1725,-14.20438808087331
1728,-2.272987073558409
1733,-3.612869869835405
1735,-7.137003567393213
1744,-8.51618473818967
1754,-12.613546205267951
1756,-6.770462007542571
1760,-8.675184239144162
1761,-6.560677231330353
1777,-4.635951710299986
1781,-7.078693241834547
1782,-2.9667601291907064
1784,-5.596305677883268
1793,-6.95779462499266
1806,-7.760465473534551
1809,-6.535143472011633
1816,-8.13024895284415
1824,-8.746695243922444
1829,-3.1629291446172823
1840,-10.56754763755859
1847,-5.001370643616131
1848,-7.512169797783873
1850,-6.873894446294821
1858,-8.212866938615711
1877,-9.143603855636927
1878,-3.8985734561687386
1886,-5.225217552420502
1888,-0.5682727981374931
1893,-2.5596900352340186
1902,-2.6640675098830466
1909,-5.056911903727251
1910,-2.4595288472203665
1918,-2.3504024394630645
1959,-8.132902354735075
1961,-8.389071260610121
1968,-3.0810948839574395
1981,-2.2476982086072996
2003,-1.2123599534466922
2006,-3.6722452462644335
2009,-4.081059920027694
2016,-7.973093737887084
2023,-3.865628284531218
2033,-2.0865030845444945
2039,-8.139969361389275
2044,-8.849068205518732
2047,-8.953572434886336
2056,-5.976188667188923
2072,-2.7950148513076334
2078,-5.341411328185815
2080,-2.246772828580783
2082,-5.462884755187376
2091,-1.254952023817141
2092,-7.418138980442492
2100,-8.235544432597507
2106,-2.027853581911941
2108,-3.140893875501766
2111,-6.692639575420567
2113,-5.843681648559087
2117,-8.086093722757672
2144,-2.8392101996344707
2146,-7.361311732501928
2150,-8.869885096443172
2162,-4.339663554594829
2168,-4.236105831862498
2170,-4.476454906832668
2180,-3.775137746742912
2185,-4.622976520871333
2188,-4.26190569961011
2191,-5.664351960535652
2199,-6.356828229805947
2201,-7.659318258723478
2204,-5.0554814474869
2208,-5.866945341016289
2219,-0.5816782464143652
2222,-9.104074848093143
2236,-7.495526930885798
2241,-6.319114980798063
2258,-6.725880085361134
2261,-3.237792210294875
2265,-5.250857709387865
2272,-5.518505099618161
2273,-10.162743572283743
2274,-6.189526969062009
2282,-7.182814239953639
2294,-7.64226627756171
2301,-2.5335292303545347
2313,-4.090055938030327
2315,-4.732571429153854
2336,-6.562008651334056
2347,-5.21954226224114
2357,-4.2675629076192925
2366,-3.869302860481267
2368,-7.590394312697688
2378,-9.2440856783754
2379,-7.533374258961117
2381,-6.7468749780444215
2387,-4.497001149597051
2390,-7.535347044695291
2393,-5.226798539338621
2396,-5.582769140969831
2415,-4.587282624568598
2416,-6.783019383623331
2420,-6.4948038147167
2440,-6.809103304387467
2455,-8.303944647611928
2463,-3.3411495080652185
2469,-8.986729154774364
2474,-7.209869519515888
2478,-5.500139176216419
2482,-3.0662151873356405
2487,-5.168728706625245
2492,-1.6288414286798838
2496,-6.0389711856974975
2509,-5.7228328541056
2512,-3.8719780974050257
2514,-0.862223130204259
2515,-4.151336167005373
2516,-4.709212631669223
2517,-5.4371341014359205
2525,-8.729426395050506
2538,-0.3546414146559381
2546,-5.432771421184827
2560,-7.008558592399548
2570,-6.848074028955717
2575,-3.843672256691297
2577,-4.390549080959346
2579,-9.878605633180603
2581,-6.9166093328352005
2592,-5.013440779502646
2607,-9.810568867206257
2609,-5.171549302573923
2614,-8.736856608619394
2616,-5.90484529466343
2628,-3.9516875894305343
2630,-5.779123253264959
2640,-1.565817386103008
2641,-5.981449589109335
2657,-7.17469998724377
2660,-6.634722973855253
2662,-5.471788640424825
2664,-4.240810163267367
2665,-6.158460259923352
2666,-0.05358352331730223
2670,-4.309761560363478
2672,-5.282874731469386
2677,-6.244304277675316
2678,-7.754486321336806
2680,-5.140522759550489
2690,-6.954556279557292
2696,-10.083111604409103
2701,-11.845656586239683
2715,-6.946514553878534
2719,-5.4266691363490915
2724,-8.494233437436787
2728,-7.012757975681774
2740,-5.841660616162606
2745,-5.718477633552228
2758,-4.963397385607715
2778,-8.697468761973568
2784,-3.4296603138606674
2790,-5.915514625244414
2794,-5.547467556292443
2801,-3.76649827540342
2802,-7.52978761826498
2807,-7.8904415644769665
2815,-4.763090461796786
2816,-5.132089887725738
2826,1.1995619710352383
2855,-5.036148120343389
2859,-1.4666513862711061
2867,-7.959131990958683
2872,-4.457392443942235
2877,1.146569703784889
2885,-5.151934354268156
2888,-7.222074573739048
2899,-6.649770588474732
2906,-7.921787852595798
2915,-8.371338233109986
2919,-2.0748807846473873
2923,-10.660235115902392
2927,-5.985210070603858
2933,-5.628691253371031
2942,-6.47563666925073
2949,-5.621253907660631
2957,-6.369227903796171
2960,-10.699137597097334
2962,-8.481979089244101
2966,-7.215213803298207
2970,-5.442969221638881
2973,-6.908836982712369
2974,-9.038025047897438
2977,-2.8658164619555606
2985,-5.4758871642251625
2996,-8.72784160859867
3005,-5.462798542108176
3007,-10.221387236605734
3008,-2.019834481233806
3034,-7.562792769885
3038,-2.5237319478256937
3040,-1.8228159544872102
3042,-8.38951477167917
3071,-6.839808343603332
3075,-0.7177523795212726
3094,-8.118249571016422
3096,-5.157881869408424
3098,-2.0048740432953895
3099,-7.18589149386598
3111,-7.535924668222146
3126,-4.518781717735685
3130,-11.845292112477901
3141,-7.310630806583439
3144,-8.018234310561501
3146,-6.380324678828892
3147,-7.92289767588259
3149,-5.334533255339805
3154,-4.053169561615485
3166,-7.986948624644216
3167,-3.770080142819255
3175,-2.9742498838235867
3184,-4.639726281259975
3200,-6.0221875305288295
3204,-6.5023884670194185
3205,-4.879286465528462
3207,-5.289216249277429
3210,-5.806702257096905
3223,-3.699587721237355
3231,-2.1376997552853227
3233,-9.675969823839155
3234,-7.0666044711448635
3267,-5.031545394138812
3268,-1.937120271140723
3273,-8.881552992255907
3274,-8.211625398447156
3277,-4.328091346888511
3280,-6.795556757936798
3284,-6.728360223561055
3285,-6.313295725087656
3290,-5.752603274712757
3294,-6.623798154540244
3338,-4.673015977173358
3339,-8.101425060293588
3343,-2.9080302034939396
3348,-8.590273858958843
3368,-4.015451672404238
3369,-3.8824969510719707
3371,-8.945557142000352
3374,-4.358454068619622
3381,-6.907852356215943
3390,-2.4891814855932943
3394,0.13577034100262916
3395,-7.314513864309788
3400,-3.842094843854519
3402,-2.9276857020071216
3404,-2.302537128026367
3407,-6.748967297104712
3427,-6.772567771074978
3434,-7.881273255978661
3442,-6.612619299276479
3445,-9.27601646433727
3450,-7.187388001134108
3454,-3.776236079988137
3459,-8.816792724003385
3464,-3.347534572270964
3468,-7.608533429539714
3470,-4.2633649963850955
3479,-6.221597866987817
3490,-9.057322530355599
3498,-0.2268389215610355
3501,-8.898590428043532
3508,-3.706454893899847
3517,-5.530668607998161
3526,-7.187145751053029
3534,-7.505133117130155
3541,-8.252630125154326
3546,-4.18460651853985
3548,-4.144364130136248
3552,-6.005553751304628
3560,-7.889231373408688
3572,-6.2305861572290295
3574,-6.694823378575221
3579,-8.916424069079355
3593,-5.61877257546587
3597,-4.222725601436036
3598,-7.137535417340044
3599,-8.236568837608852
3623,-4.755771853047361
3625,-5.4983462837777015
3631,-8.210652253109545
3647,-7.924968993603734
3649,-6.616788498449941
3663,-3.6833802357094627
3664,-8.360386794810987
3670,-8.17972339301575
3674,-5.280163256644421
3684,-6.589771089390777
3693,-7.733667690640193
3695,-8.522018119215367
3698,-5.30230671171886
3699,-7.1890946764549275
3701,-7.277288460841428
3703,-1.0989580952593572
3706,-2.2133926474085404
3707,-4.908915194879255
3716,-5.4640815499160516
3718,-9.841104607324064
3720,-3.0821975959935553
3724,-3.867505385461346
3733,-3.7798650987447266
3734,-6.639723632939339
3738,-5.689204757444998
3747,-8.366140241271411
3758,-6.074747934609782
3760,-3.3040841803092444
3764,-5.091399687101299
3777,-2.2424956392365916
3779,-5.506290523345814
3780,-8.99021453797445
3790,-8.86939800412075
3793,-8.808323333117091
3794,-3.45775676888894
3805,-5.376723903784905
3813,-7.147159205257786
3815,-4.941292321730107
3819,-4.115790295983907
3823,-6.0814066419062405
3827,-9.223385952385447
3850,-7.10362273588372
3858,-4.7307474761952415
3872,-4.986484400874028
3891,-6.808812189197
3892,-6.119273866923883
3897,-1.8176960302449037
3902,-8.179919198857844
3932,-3.6145177089630427
3933,-6.374882501233832
3934,-7.506394919860649
3938,-2.368169470719966
3941,-1.4986955314489447
3943,-7.996131585936864
3944,-2.9601359114936656
3950,-2.418058199027882
3963,-6.432869904517192
3973,-6.478581279637656
3978,-7.917875287500757
3979,-4.821994224071933
3985,-11.466304484402606
3988,-2.9383577674370613
3996,-4.7565965247248725
3997,-3.241368457645844
4015,-6.542431733547978
4037,-7.631315461858397
4057,-7.588792713090439
4059,-2.301697017806791
4060,-5.811213707433082
4066,-8.616481797239016
4067,-7.9029787078933245
4068,-9.115903355459237
4070,-1.5653434050893904
4089,-5.564323641223865
4093,-8.655652226260306
4099,-6.880331094198293
4103,-3.259602043861043
4106,-8.159566735691005
4117,-7.485018607787137
4122,-10.622968816530046
4136,-7.464297229674839
4141,-3.678269270154802
4158,-6.9927607163557735
4164,-4.770895992963756
4171,-8.73643334709051
4178,-7.506427333668359
4191,-8.432905625554854
4204,-5.7511506607861325
4211,-4.374346039985373
4221,-6.556070424333893
4244,-10.549237148875457
4256,-5.036028932584368
4260,-5.400109694680789
4280,-10.266677353066807
4287,-9.27524983415175
4288,-8.347672192699115
4303,-5.962422190152795
4307,-7.070633338288273
4312,-7.749029468742878
4315,-5.602159127430588
4317,-7.229445489835576
4332,-3.226131712194067
4346,-6.153389999381175
4350,-3.41840686719313
4362,-7.343427623027201
4373,-7.612185662845432
4381,-8.19197716437868
4388,-6.359170008068672
4391,-4.858097675620072
4394,-6.9678266231963555
4397,-5.347571303961264
4402,-5.1229309283839015
4408,-8.947764517979913
4410,-6.401772801438624
4417,-3.366487127634773
4419,-7.1658079819754334
4426,-8.041152500551332
4438,-11.254563929875145
4444,-5.476007598390345
4448,-5.453138572580333
4457,-8.238039475953595
4465,-7.0263702205202385
4472,-6.555467860492796
4482,-0.4233127046125625
4484,-10.796449443903574
4491,-6.5163409952659
4499,-6.260074231189333
4509,-5.6430925020630625
4511,-3.274772067380284
4517,-7.17449788873596
4521,-5.384173415132626
4525,-5.754167433603779
4526,-7.114430356431923
4528,-3.9056617664587856
4533,-3.02428401196643
4537,-3.2611377196556384
4539,-8.302746029067537
4542,-12.184679142983304
4558,-7.525514912476349
4559,-9.94265490730218
4561,-6.572704139536877
4562,-4.326595703732684
4573,-3.903056135173188
4591,-9.013688934643405
4595,-7.202945440092978
4610,-4.47344503507934
4617,-4.578016948231758
4625,-3.6079809629394575
4630,-10.579722609747652
4632,-6.4686764532333845
4639,-7.882937372764194
4640,-5.609557791222586
4644,-2.84816793357811
4645,-7.624983160939702
4653,-6.4397419380280585
4660,-9.378737042516708
4661,-6.5755823388845505
4667,-3.9647274753011357
4681,-11.151577764743164
4682,-4.412980526256676
4685,-5.95704077122479
4690,-7.168381842686696
4701,-6.180525969923892
4712,-7.859609912615799
4717,-6.044633788799171
4723,-5.899478852476337
4724,-3.081413680086806
4731,-5.302828973105088
4733,-8.053552080766954
4737,-4.851083245331208
4738,-4.457899019895955
4743,-7.11620887707072
4754,-2.2969736123748308
4758,-6.472620188051106
4764,-5.982908994357622
4765,-5.502484086024486
4782,-5.781359192435249
4784,-4.817841577920058
4793,-5.030830881809446
4794,-6.0678081509987445
4801,-7.292013699805833
4802,-11.406122870516068
4805,-5.258912521185686
4820,-4.5054352833338145
4850,-6.4848673487012
4855,-6.401092168147472
4864,-9.097733410177502
4865,-6.646608359777919
4868,-7.1675894129929265
4871,-5.604251818013205
4888,-1.7314049057013732
4889,-4.167070264780353
4898,-6.757771784676586
4901,-5.931259563791674
4904,-5.33952222710724
4910,-2.771233809776582
4915,-4.050657093474533
4921,-6.45887649869432
4926,-6.333211223767963
4927,-4.5446312717684485
4939,-7.986567788165006
4943,-6.3189200501899006
4954,-6.600289612476262
4964,-3.3663675547635843
4965,-3.34836145495883
4971,-9.589339523503666
4973,-8.859703201891826
4977,-6.091588172941737
4980,-8.926811381881173
4982,-3.7210087343116656
4984,-8.438047591365942
4985,-3.8433291424080944
4989,-2.8295474630666115
4995,-4.126160728178959
4997,-5.595815316532466
4998,-1.6497144686989194
5003,-3.676708068801566
5007,-6.227111068905112
5008,-6.5892226174778505
5019,-9.738553505643194
5023,-4.574287661430641
5026,-5.3295095869286
5033,-7.2253198767381885
5035,-9.81203990204869
5042,-8.489035280088324
5045,-3.6548631953397974
5050,-2.2378919080445865
5059,-5.922927860632174
5068,-4.185088713298752
5073,-6.439498928918689
5082,-1.905334402480378
5100,-10.070410007545629
5103,-7.191259999499534
5108,-10.778738653280591
5111,-4.329657621409942
5123,-7.76727622061574
5124,-6.896765485696269
5128,-5.6208942317630575
5129,-8.967380555115724
5134,-4.461504744681097
5136,-6.392603984251379
5140,-3.978080857861418
5146,-4.691464520591332
5148,-8.847436579746198
5159,-3.982372416183218
5161,-7.578842268835095
5171,-2.7062155545736752
5183,-4.987950822734403
5188,-9.826521077426875
5197,-7.412633729741578
5207,-7.386010131259028
5209,-9.893107605311302
5210,-4.876896178382626
5241,-5.021135860397468
5245,-6.366485632344081
5248,-4.346521017782829
5260,-7.279366613618275
5269,-2.494933885330268
5270,-9.224851238789999
5273,-5.632886520984422
5281,-10.440222155515864
5286,-6.24500678305357
5309,-5.155230463317421
5315,-5.225676841139877
5319,-7.287842946856884
5325,-9.113708764475946
5338,-1.7083578576014997
5340,-10.721414977976776
5347,-7.40130264039197
5352,-6.428612792575003
5359,-5.153376071677651
5369,-6.067902464048238
5381,-5.30230671171886
5392,-5.352803522093845
5394,-6.518374703383427
5395,-11.17645888361212
5412,-0.615402662504036
5413,-3.9588038681345354
5414,-3.218164318459511
5421,-10.54848839865174
5426,-6.20109155484092
5429,-6.002064272943046
5435,-5.006732072351179
5436,-8.03830489725215
5439,-8.639519431424102
5443,-5.2208497797952855
5457,-7.214877980945641
5458,-4.90426341203339
5464,-6.649011139086581
5465,-8.749209092080212
5474,-10.034531072200274
5482,-8.856257817017983
5485,-3.9475869333304674
5501,-6.695191510407882
5506,-8.023496485613189
5514,-10.220375706463413
5525,-6.901972816888878
5541,-10.639814129439246
5542,-4.01760562914388
5551,-1.7979498606222684
5556,-6.3506894126631135
5558,-8.046543016962195
5571,-7.983165579826972
5573,-2.7571036005777816
5579,-3.3394490047846968
5589,-8.697706385769672
5592,-5.741637187515638
5602,-10.620726337382479
5603,-1.9912543445089927
5606,-7.70390003750994
5608,-7.850902508099662
5609,-1.5754465362154002
5610,-7.250973171663816
5611,-6.861142331688866
5616,-5.279104144766894
5620,-4.014071155900615
5624,-4.315498946484111
5639,-5.03278324180091
5654,-5.4370364954572095
5658,-9.222609249095635
5659,-2.8862707315115683
5664,-2.254001186804213
5665,-6.6911156916166945
5668,-7.177663843661565
5694,-6.490676711306235
5698,-8.140333786812082
5702,-5.697105314386832
5715,-7.383339359826075
5717,-6.630190086502903
5729,-7.6666696994957775
5742,-5.840700729720357
5744,-3.389331578092431
5773,-5.856050502663961
5778,-5.250231679823136
5780,-5.143217947863904
5795,-6.465140858336485
5803,-7.138623928429792
5804,-7.337686338607074
5814,-8.750504635414446
5822,-10.553077621837415
5831,-6.523115789425387
5835,-0.1489780242434666
5841,-10.666579807492937
5853,-8.076923045579955
5864,-9.249496982880666
5871,-6.214552994881743
5873,-10.245605504143988
5877,-6.620083572683983
5879,-5.709525051393733
5889,-8.460901717595231
5910,-4.0392615730405215
5920,-11.313944258794235
5934,-9.445043193468164
5957,-7.468021806195485
5965,-6.161113358412521
5975,-3.618393089944571
5981,-7.622448506830291
5995,-2.550664829831473
6000,-4.494028025499244
6006,-2.8898742504997412
6007,-5.203369401645094
6016,-3.503650933268191
6020,-0.6088346251536143
6026,-5.483047481346932
6045,-10.55076124309982
6053,-8.800913658199601
6069,-8.1881399920206
6076,-5.598003695775622
6092,-6.07745804049122
6097,-4.054759093859014
6101,-4.161883196436461
6113,-6.84308660485144
6117,-2.5015888067188823
6119,-6.50502451294726
6121,-4.538701187334605
6123,-3.6662486855951006
6129,-6.061620692452961
6131,-1.827939669319891
6144,-6.880082107581399
6146,-7.456439493865928
6153,-6.1932575821888385
6157,-6.10174554582589
6170,-4.324617937444867
6181,-9.465022379047543
6187,-7.416501247740926
6206,-5.783782511751275
6214,-3.911466211642502
6238,-8.289873289923085
6243,-6.3642831501406185
6247,-10.161698725936226
6253,-1.97489078898755
6258,-7.765858257210816
6264,-6.477284720076692
6267,-9.47682647549932
6275,-5.520621135276803
6280,-3.262956138962272
6282,-5.935141164334944
6287,-9.571282194705269
6288,-7.714987445917116
6295,-8.421018521708406
6315,-3.6641087217016883
6319,-4.514493918999459
6324,-1.5935533213817352
6328,-6.729758711676145
6332,-7.289685150968421
6334,-6.21880527886193
6335,-7.547808379455485
6338,-6.765295052109332
6344,-4.311259291034027
6347,-4.030463302358389
6350,0.2895328886060114
6353,-7.345555973317516
6355,-3.211567065405801
6356,-5.450456192330876
6357,-7.085617872653071
6362,-6.033455585143381
6364,-3.436673038523115
6369,-7.172755567288225
6373,-10.834207886789496
6378,-3.5243324724770773
6382,-6.80989417203825
6391,-7.766269085480952
6398,-4.235238833332923
6403,-1.8036975959239971
6405,-9.8463459325524
6420,-4.97487140806557
6421,-6.632152351758835
6449,-7.506291298479982
6452,-7.069261104868715
6453,-9.637522957344482
6481,-6.7163488299840495
6494,-4.191619344620425
6498,-5.949186454638001
6507,-6.460629658634321
6514,-7.80600293453583
6515,-1.892369129368688
6517,-6.961842723983916
6521,-7.48497679321478
6526,-5.1058204344194715
6534,-4.0418692564468435
6538,-8.753451665033625
6540,-4.695938968791158
6541,-10.215333836974901
6544,-7.673890563479905
6545,-2.7177562319804616
6546,-2.5753703538244217
6549,0.3488982389781012
6556,-7.272784644160162
6563,-9.912561022148376
6572,-2.8056643042816254
6574,-5.030530693459786
6577,-5.294378141475058
6583,-4.726895182166628
6585,-5.645934379730295
6589,-6.851690202250715
6600,-5.864794819203716
6602,-7.014863872859448
6606,-7.59149430098467
6620,-8.19351202761107
6621,-4.359997148522388
6622,-8.355063357287353
6624,-4.85628365648437
6630,-4.346114117013929
6647,-8.85458739186618
6649,-4.440317772800842
6651,-5.4095265258245835
6653,-0.7735228958154279
6655,-8.034360248518508
6667,-2.5007023702835465
6676,-8.016791188170869
6686,-2.4449282094036375
6698,-3.9972196423982838
6702,-6.3640460399249825
6703,-6.039325649488403
6711,-8.64941438453984
6714,-3.1945439062783927
6718,-5.792941839245578
6722,-7.119879880660642
6725,-5.031150761084001
6727,-5.867547094787223
6728,-2.4905603983778253
6745,-5.401211813708884
6747,0.39870030818174435
6752,-8.818783709122396
6758,-7.0075314843403165
6767,-3.7334259445743205
6774,-5.204637014372606
6776,-8.415379748547407
6781,-8.44319818592277
6785,-4.965668391215579
6794,-6.619380594958586
6798,-5.895916015090731
6813,-5.141480634755788
6816,-5.9994534895688405
6831,-5.686913628700668
6838,-6.146923824648616
6840,-4.353252452689026
6842,-2.6653009620688524
6846,-5.197772625919789
6849,2.3908992793041
6868,-4.727955201449831
6869,-5.176515140128328
6878,-3.722793887831542
6884,-0.8825066752517252
6886,-10.717640162720793
6889,-5.183761856470054
6902,-3.2880817031171015
6905,-4.679979689709978
6913,-8.555963854573273
6914,-3.7769797080505416
6915,-4.3326358810217815
6919,-7.752078517944556
6927,-2.010353661239968
6928,-9.083691980101511
6929,-7.649930328261893
6932,-4.408069282782392
6937,-5.823104616408094
6953,-7.80428213702378
6963,-3.421925048055285
6966,-6.165386930536705
6968,-2.954518782620847
6977,-2.4258211373711576
6980,-7.4343243495090015
6982,-8.387869869490675
6983,-4.557789229345472
6984,-8.339883493642567
6992,-5.027012750027792
6996,-5.340515968081072
6998,-7.356477172853112
7002,-4.489962273496047
7006,-4.417465523361022
7009,-4.981321258504825
7010,-6.485272062518276
7022,-5.3418643086278665
7024,-6.185758485368267
7033,-9.629014075506902
7034,-1.7168643192497233
7035,-8.830642003971777
7040,-9.204262832040486
7042,-4.278474289809389
7045,-9.044853003705777
7046,-1.903351307360284
7051,-7.313454210330942
7053,-4.9453264816744955
7062,-7.949425295579308
7068,-7.400822354429381
7083,-6.173881996652284
7098,-4.986563879171447
7102,-8.805997342243897
7116,-5.750151359295296
7119,-4.446612314325617
7121,-4.019723848734698
7131,-5.9056515119874815
7134,-2.303828674788605
7135,-7.031400585447243
7138,-8.210639814697842
7141,-1.6029891733547041
7173,-8.015270136780458
7181,-5.907122095612522
7197,-7.43244920588168
7200,-7.997615948127035
7213,-9.32560540409153
7214,-9.227097015743425
7230,-9.036169247670268
7231,-9.18860312976811
7236,-7.429478280924746
7238,-7.048902738620117
7245,-2.0685184454349304
7246,-6.42888152083344
7248,-2.695711993346789
7265,-5.7162884300371575
7272,-6.495351636968185
7274,-3.926006473459118
7279,-11.128693722331834
7287,-6.684751373068331
7289,-6.799234225332959
7290,-5.26108929061763
7291,-1.5580784830409824
7300,-7.61242304170454
7302,-9.471897168026825
7303,-4.922165547576174
7313,-3.939990517446211
